word,count,type,oxford
innocent,2,adj,b1
prepare,2,verb,a1
friendly,2,adj,a1
popping,2,adj,other
dramatic,2,adj,b2
cemetery,2,noun,c1
electric,2,adj,a2
cow,2,noun,a1
technique,2,noun,b1
booty,2,noun,other
chemical,2,adj,b1
silver,2,adj,a2
environment,2,noun,a2
minor,2,adj,b2
request,2,verb,a2
voice,2,verb,a2
reaction,2,noun,b1
offensive,2,adj,b2
compare,2,verb,a1
cent,2,noun,a1
pencil,2,verb,a1
cold,2,adj,a1
heady,2,adj,other
brew,2,verb,other
victim,2,noun,b1
disappoint,2,verb,b1
piano,2,noun,a1
semester,2,noun,other
privilege,2,noun,c1
thunder,2,verb,other
society,2,noun,a2
dread,2,verb,other
conflict,2,verb,b2
smother,2,verb,other
nightmare,2,noun,b2
tap,2,verb,b2
pea,2,noun,other
soft,2,adj,a2
laundry,2,noun,other
vehicle,2,noun,a2
rag,2,noun,other
rod,2,noun,c1
carpet,2,verb,a2
hamburger,2,noun,other
perceive,2,verb,b2
web,2,noun,a2
stare,2,verb,b2
cock,2,verb,other
pathetic,2,adj,other
occasion,2,verb,b1
weekend,2,noun,a1
squeeze,2,verb,c1
weapon,2,noun,b1
tall,2,adj,a1
discrimination,2,noun,c1
block,2,verb,b1
guest,2,noun,a2
worker,2,noun,a1
buddy,2,noun,c1
dysfunction,2,noun,other
jam,2,verb,a2
formal,2,adj,a2
survive,2,verb,b1
peaceful,2,adj,b1
scary,2,adj,a2
ungrateful,2,adj,other
arm,2,verb,a1
whale,2,noun,other
beyond,2,noun,b2
final,2,adj,a1
trunk,2,noun,other
author,2,verb,a2
animal,2,adj,a1
rope,2,verb,b1
commission,2,verb,b2
rough,2,adj,b1
driver,2,noun,a1
lazy,2,adj,a2
profit,2,verb,b1
younger,2,adj,other
acknowledge,2,verb,b2
sample,2,verb,b1
target,2,verb,a2
lane,2,noun,b2
rob,2,verb,b2
folk,2,noun,b1
reality,2,noun,b1
bean,2,noun,a2
operate,2,verb,b2
shower,2,verb,a1
wild,2,adj,a2
confirm,2,verb,b1
unable,2,adj,b1
payment,2,noun,b1
olive,2,noun,other
sneak,2,verb,other
statue,2,noun,b1
vomit,2,verb,other
pie,2,noun,other
cheat,2,verb,b1
success,2,noun,a1
singer,2,noun,a1
labor,2,verb,other
health,2,noun,a1
policy,2,noun,b1
skinny,2,adj,other
identity,2,noun,b1
aware,2,adj,b1
plastic,2,adj,a2
prosecution,2,noun,c1
exam,2,noun,a1
diagnose,2,verb,c1
fifth,2,adj,a1
lounge,2,verb,other
rank,2,verb,b2
internal,2,adj,b2
clinical,2,adj,c1
lock,2,verb,a2
artichoke,2,noun,other
judge,2,verb,b1
wreck,2,verb,other
crash,2,verb,b2
jet,2,noun,b2
surround,2,verb,b2
apartment,2,noun,a1
army,2,noun,a2
title,2,verb,a1
pit,2,verb,c1
strategy,2,noun,a2
smith,2,noun,other
harm,2,verb,b2
invade,2,verb,b2
term,2,verb,a2
draw,2,verb,a1
moan,2,verb,other
demand,2,verb,b2
weird,2,adj,b2
grateful,2,adj,b1
skirt,2,verb,a1
execution,2,noun,c1
thirsty,2,adj,a1
sheep,2,noun,a1
separate,2,verb,a2
remark,2,verb,b2
lovely,2,adj,a2
pink,2,adj,a1
understood,2,adj,other
earthquake,2,noun,b1
faith,2,noun,b2
canoe,2,noun,other
existence,2,noun,b2
package,2,verb,b1
cloud,2,verb,a2
adult,2,adj,a1
alarm,2,verb,b1
telephone,2,verb,a1
potato,2,noun,a1
supreme,2,adj,c1
elephant,2,noun,a1
wren,2,noun,other
immediate,2,adj,b1
foot,2,noun,a1
guidance,2,noun,c1
short,2,adj,a1
reveal,2,verb,b2
assumption,2,noun,b2
scholarship,2,noun,b2
thrill,2,verb,c1
debt,2,noun,b2
steak,2,noun,other
whistle,2,verb,other
lover,2,noun,other
tremendous,2,adj,c1
doc,2,noun,other
distant,2,adj,b2
goal,2,noun,a2
homicide,2,noun,other
luck,2,noun,a2
teenager,2,noun,a1
maintain,2,verb,b2
enforcement,2,noun,c1
rich,2,adj,a1
shirt,2,noun,a1
ridiculous,2,adj,b2
recognize,2,verb,a2
baseball,2,noun,a2
tip,2,verb,a2
consequence,2,noun,b1
mozzarella,2,noun,other
knee,2,noun,a2
worthy,2,adj,c1
decorate,2,verb,b1
income,2,noun,b2
feature,2,verb,a2
space,2,verb,a1
develop,2,verb,a2
stretch,2,verb,b2
dial,2,verb,other
granddaughter,2,noun,other
beep,2,verb,other
height,2,noun,a2
connect,2,verb,a2
account,2,verb,b1
struggle,2,verb,b2
lecture,2,verb,a2
meatball,2,noun,other
twist,2,verb,c1
sink,2,verb,b1
reasonable,2,adj,b2
weight,2,noun,a2
responsible,2,adj,b1
awful,2,adj,a2
punish,2,verb,b1
sock,2,noun,a2
volunteer,2,verb,b1
stab,2,verb,c1
doggie,2,noun,other
lake,2,noun,a2
makeup,2,noun,other
dim,2,verb,other
near,2,verb,a1
unit,2,noun,a2
fellow,2,noun,b2
detective,2,noun,a2
bike,2,noun,a1
refresh,2,verb,other
file,2,verb,b1
loud,2,adj,a2
famous,2,adj,a1
slipper,2,noun,other
appropriate,2,verb,b2
convenient,2,adj,b1
seven,2,adj,a1
orange,2,adj,a1
tear,2,verb,b2
uniform,2,adj,a2
illness,2,noun,a2
religion,2,noun,b1
clock,2,verb,a1
temperature,2,noun,a2
race,2,verb,a2
reputation,2,noun,b2
solve,2,verb,a2
religious,2,adj,b1
western,2,adj,b1
mandatory,2,adj,c1
fond,2,adj,b2
transfer,2,verb,b2
recorder,2,noun,other
intervention,2,noun,c1
urge,2,verb,b2
accident,2,noun,a2
dry,2,verb,a2
candidate,2,noun,b1
original,2,adj,a2
expert,2,adj,a2
court,2,verb,b1
mystery,2,noun,b1
scan,2,verb,b1
oil,2,verb,a2
bedroom,2,noun,a1
cup,2,verb,a1
prior,2,adj,b2
moody,2,adj,other
accord,2,verb,other
ale,2,noun,other
auction,2,verb,b2
prayer,2,noun,b1
bleed,2,verb,c1
pot,2,verb,b1
lightning,2,noun,other
sap,2,verb,other
princess,2,noun,b1
huge,2,adj,a2
dirty,2,adj,a1
incident,2,noun,b2
dialogue,2,noun,a1
suffer,2,verb,b1
relate,2,verb,b1
smoke,2,verb,a2
sand,2,noun,b1
cowboy,2,noun,other
wit,2,noun,c1
comment,2,verb,a2
hang,2,verb,b1
liquor,2,noun,other
parole,2,noun,other
manifest,2,verb,c1
academy,2,noun,c1
moron,2,noun,other
gray,2,adj,other
knife,2,noun,a2
pretend,2,verb,b1
specialize,2,verb,b2
hop,2,verb,other
bus,2,verb,a1
code,2,verb,a2
lemon,2,noun,a2
require,2,verb,b1
corn,2,noun,other
delegate,2,verb,c1
conspiracy,2,noun,b2
tobacco,2,noun,c1
text,2,noun,a1
envy,2,verb,other
scrap,2,verb,other
zebra,2,noun,other
underneath,2,noun,other
fry,2,verb,b1
threat,2,noun,b2
receive,2,verb,a2
mock,2,verb,other
fork,2,verb,a2
salami,2,noun,other
item,2,noun,a2
anger,2,verb,b2
cream,2,noun,a1
patience,2,noun,b2
dust,2,verb,b1
pound,2,verb,a1
education,2,noun,a2
intend,2,verb,b1
nature,2,noun,a2
fantastic,2,adj,a1
print,2,verb,a2
elementary,2,adj,b2
cultural,2,adj,b1
legal,2,adj,b1
cough,2,verb,other
ranger,2,noun,other
obvious,2,adj,b1
common,2,adj,a1
settle,2,verb,b2
wave,2,verb,a2
reparation,2,noun,other
range,2,verb,b1
cue,2,noun,b2
difficulty,2,noun,b1
rash,2,adj,other
cynical,2,adj,c1
drawer,2,noun,other
smack,2,verb,other
quote,1,verb,b1
amount,1,verb,a2
third,1,adj,a1
dodge,1,verb,other
luxury,1,noun,b1
keeper,1,noun,other
behold,1,verb,other
vise,1,noun,other
hint,1,verb,c1
exist,1,verb,a2
disgust,1,verb,other
definition,1,noun,b1
skyscraper,1,noun,other
incredible,1,adj,a2
hostess,1,noun,other
defense,1,noun,other
commitment,1,noun,b2
steel,1,adj,b2
reflection,1,noun,c1
exaggerate,1,verb,c1
hockey,1,noun,a2
reach,1,verb,a2
confidentiality,1,noun,other
university,1,noun,a1
alienate,1,verb,other
deer,1,noun,other
brake,1,verb,other
gutsy,1,adj,other
exposure,1,noun,b2
empire,1,noun,b2
chairman,1,noun,b2
almond,1,noun,other
careful,1,adj,a2
describe,1,verb,a1
meringue,1,noun,other
surplus,1,noun,c1
schedule,1,verb,a2
peninsula,1,noun,other
ego,1,noun,c1
metaphor,1,noun,b2
jewel,1,noun,other
structure,1,verb,a2
squirt,1,verb,other
pasta,1,noun,other
arrival,1,noun,b1
ranch,1,noun,other
graft,1,verb,other
mumble,1,verb,other
mask,1,verb,c1
climb,1,verb,a1
nervous,1,adj,a2
conceive,1,verb,c1
righteous,1,adj,other
ruthless,1,adj,other
taboo,1,adj,other
period,1,adj,a1
provide,1,verb,a2
predict,1,verb,a2
acquaintance,1,noun,other
brink,1,noun,other
cater,1,verb,c1
patron,1,noun,c1
sum,1,noun,b2
plain,1,adj,b2
whiskey,1,noun,other
compensate,1,verb,c1
habit,1,noun,a2
accusation,1,noun,c1
creature,1,noun,b2
hum,1,verb,other
ounce,1,noun,other
admire,1,verb,b1
maniac,1,noun,other
mentor,1,verb,c1
vanilla,1,noun,other
fitting,1,adj,other
vein,1,noun,c1
mattress,1,noun,other
local,1,adj,a1
role,1,noun,a2
resource,1,noun,b1
useless,1,adj,b2
wiggle,1,verb,other
chain,1,verb,b1
fort,1,noun,other
soap,1,noun,a2
beak,1,noun,other
solicitation,1,noun,other
delete,1,verb,b2
odd,1,adj,b1
boost,1,verb,b2
heel,1,noun,b2
clinic,1,noun,b2
intelligence,1,noun,b1
rein,1,verb,other
tool,1,noun,a2
awake,1,verb,other
gap,1,noun,a2
minimize,1,verb,c1
stool,1,noun,other
discontinue,1,verb,other
horizon,1,noun,c1
supply,1,verb,b1
buffer,1,verb,c1
coral,1,noun,other
sectional,1,noun,other
erection,1,noun,other
donkey,1,noun,other
invitation,1,noun,a2
sideburns,1,noun,other
unsolved,1,adj,other
sunset,1,noun,other
ignore,1,verb,b1
hatred,1,noun,c1
collector,1,noun,b2
liberty,1,noun,c1
cafe,1,noun,a1
raccoon,1,noun,other
bargain,1,verb,b2
freeze,1,verb,b1
estate,1,noun,b2
reign,1,verb,c1
various,1,adj,b1
dock,1,verb,other
vision,1,noun,b2
grim,1,adj,other
group,1,verb,a1
cherry,1,noun,other
enemy,1,noun,b1
moral,1,adj,b2
satin,1,adj,other
discipline,1,verb,b2
paperwork,1,noun,other
shark,1,noun,other
core,1,noun,b2
alike,1,adj,c1
foam,1,noun,other
stomp,1,verb,other
unconscious,1,adj,b2
row,1,verb,b1
practical,1,adj,b1
appliance,1,noun,other
legend,1,noun,b2
mute,1,verb,other
emotion,1,noun,b1
tolerate,1,verb,c1
project,1,verb,a1
shoulder,1,verb,a2
messenger,1,noun,other
shape,1,verb,a2
sponge,1,noun,other
guard,1,verb,b1
pattern,1,verb,a2
bow,1,verb,c1
official,1,adj,b1
opportunity,1,noun,a2
lower,1,verb,b2
riot,1,noun,c1
beef,1,noun,a2
military,1,adj,b2
reap,1,verb,other
vocal,1,adj,c1
cuisine,1,noun,other
vote,1,verb,b1
board,1,verb,other
begin,1,verb,a1
genuine,1,adj,b2
chat,1,verb,a2
tempo,1,noun,other
familiar,1,adj,b1
thorough,1,adj,b2
tail,1,verb,b1
cheek,1,noun,b2
soil,1,verb,b1
video,1,noun,a1
mandolin,1,noun,other
wheat,1,noun,b2
thorn,1,noun,other
outrageous,1,adj,other
cast,1,verb,b2
oppose,1,verb,b2
humor,1,noun,other
wafer,1,noun,other
rust,1,verb,other
raid,1,verb,c1
unreasonable,1,adj,other
station,1,verb,a1
digging,1,noun,other
considerable,1,adj,b2
owner,1,noun,a2
chill,1,verb,other
lighten,1,verb,other
liberal,1,adj,c1
camera,1,noun,a1
nauseous,1,adj,other
synergy,1,noun,other
effective,1,adj,b1
haunt,1,verb,c1
grain,1,noun,b1
mat,1,noun,other
friendship,1,noun,b1
lettuce,1,noun,other
sickness,1,noun,other
cleanse,1,verb,other
downward,1,adj,other
mount,1,verb,b2
flavor,1,verb,other
kumquat,1,noun,other
sketch,1,verb,c1
bulb,1,noun,other
thrust,1,verb,other
treasure,1,verb,b2
razor,1,noun,other
receptive,1,adj,other
swallow,1,verb,b2
older,1,adj,other
flag,1,verb,b1
steep,1,adj,b2
wise,1,adj,b2
housework,1,noun,other
nonverbal,1,adj,other
displace,1,verb,c1
taint,1,verb,other
poach,1,verb,other
peripheral,1,adj,other
explode,1,verb,b1
engagement,1,noun,c1
royal,1,adj,b1
thermometer,1,noun,other
decade,1,noun,b1
attitude,1,noun,b1
prove,1,verb,b1
elevator,1,noun,other
bend,1,verb,b1
spell,1,verb,a1
freckle,1,noun,other
teammate,1,noun,other
motor,1,adj,b2
throat,1,noun,b1
uncooked,1,adj,other
tray,1,noun,other
battleship,1,noun,other
degrade,1,verb,other
ice,1,verb,a1
syndicate,1,noun,other
wrap,1,verb,b2
poetry,1,noun,b1
safety,1,noun,b1
tackle,1,verb,b2
pine,1,verb,other
moldy,1,adj,other
ginger,1,noun,other
perpetuate,1,verb,other
merit,1,verb,c1
kit,1,noun,b2
caribou,1,noun,other
risky,1,adj,b2
stabilize,1,verb,c1
fake,1,verb,b2
sticky,1,adj,b2
sailor,1,noun,b1
caliber,1,noun,other
transmission,1,noun,c1
chatty,1,adj,other
fraction,1,noun,b2
sky,1,noun,a2
poverty,1,noun,b1
joey,1,noun,other
membership,1,noun,b2
nylon,1,noun,other
electronic,1,adj,a2
investigate,1,verb,b1
rumor,1,noun,other
hunt,1,verb,b1
precede,1,verb,b2
tan,1,verb,other
betray,1,verb,c1
disability,1,noun,b2
ark,1,noun,other
rake,1,verb,other
advice,1,noun,a1
applaud,1,verb,c1
surgery,1,noun,b2
wrapper,1,noun,other
carve,1,verb,c1
provision,1,noun,c1
walnut,1,noun,other
woo,1,verb,a2
lookout,1,noun,other
interview,1,verb,a1
stair,1,noun,a2
challenge,1,verb,b1
limo,1,noun,other
unfair,1,adj,b1
miserable,1,adj,b2
historical,1,adj,b1
disturb,1,verb,b2
blossom,1,verb,other
wax,1,verb,other
misunderstand,1,noun,other
tissue,1,noun,b2
stammer,1,verb,other
leap,1,verb,c1
tongue,1,noun,b1
orientation,1,noun,c1
breast,1,noun,b2
intelligent,1,adj,a2
wood,1,adj,other
gather,1,verb,b1
whisper,1,verb,b2
vase,1,noun,other
dude,1,noun,other
mileage,1,noun,other
chilly,1,adj,other
report,1,verb,a1
lawsuit,1,noun,c1
salary,1,noun,a2
impatient,1,adj,b2
dizzy,1,adj,other
distance,1,verb,a2
visual,1,adj,b2
slide,1,verb,b2
geographic,1,adj,other
quality,1,adj,a2
initial,1,verb,b2
extra,1,adj,a1
logic,1,noun,c1
flight,1,noun,a1
uncomfortable,1,adj,b1
outcome,1,noun,b2
poem,1,noun,b1
dam,1,noun,c1
impose,1,verb,b2
carrier,1,noun,other
council,1,noun,b2
choose,1,verb,a1
investigator,1,noun,c1
novel,1,adj,a2
affront,1,verb,other
spank,1,noun,other
depth,1,noun,b2
souvenir,1,noun,other
compute,1,verb,c1
itchy,1,adj,other
commander,1,noun,b2
disrespectful,1,adj,other
acquire,1,verb,b2
faint,1,verb,other
pillow,1,noun,other
politician,1,noun,b1
feed,1,verb,other
traveler,1,noun,other
rocket,1,verb,b2
avert,1,verb,other
command,1,verb,b2
transplant,1,verb,other
devastate,1,verb,c1
slay,1,verb,other
tank,1,noun,b2
libido,1,noun,other
rug,1,noun,other
credenza,1,noun,other
oldie,1,noun,other
detector,1,noun,other
shanty,1,noun,other
miscellaneous,1,adj,other
injury,1,noun,a2
birth,1,noun,a2
cooperation,1,noun,other
flatter,1,verb,other
garden,1,noun,a1
absolve,1,verb,other
neglect,1,verb,c1
celebrity,1,noun,a2
routine,1,adj,a1
lame,1,adj,other
handcuff,1,verb,other
mint,1,verb,other
kneel,1,verb,other
pelican,1,noun,other
violence,1,noun,b2
missile,1,noun,c1
plant,1,verb,a1
reporter,1,noun,a2
guide,1,verb,a2
athlete,1,noun,a2
relative,1,adj,b1
argument,1,noun,a2
chick,1,noun,other
raw,1,adj,b2
solution,1,noun,a2
spread,1,verb,b1
link,1,verb,a2
nerve,1,noun,b2
bid,1,verb,b2
enterprise,1,noun,c1
approach,1,verb,b2
phase,1,verb,b2
thousand,1,noun,a1
snap,1,verb,c1
maternal,1,adj,other
weed,1,noun,c1
microwave,1,noun,other
savor,1,verb,other
altar,1,noun,other
stir,1,verb,c1
beg,1,verb,b2
surrender,1,verb,c1
mystical,1,adj,other
fighter,1,noun,other
trail,1,verb,c1
agency,1,noun,b2
petite,1,adj,other
powerful,1,adj,b1
verbal,1,adj,c1
burden,1,verb,c1
sombrero,1,noun,other
stitch,1,verb,other
wrinkle,1,verb,other
stiff,1,adj,b2
pistol,1,noun,other
signal,1,verb,b1
bureau,1,noun,other
wag,1,verb,other
cookie,1,noun,other
generic,1,adj,c1
nonstop,1,adj,other
medium,1,adj,b1
graphic,1,adj,b2
astronomy,1,noun,other
wannabe,1,noun,other
plot,1,verb,b1
advantage,1,noun,a2
jockey,1,noun,other
giggle,1,verb,other
civilize,1,verb,other
upsetting,1,adj,other
comfortable,1,adj,a2
ship,1,verb,a2
unnecessary,1,adj,b1
cognitive,1,adj,c1
adjourn,1,verb,other
incorporate,1,verb,b2
reconsider,1,verb,other
stunt,1,verb,other
folder,1,noun,other
casket,1,noun,other
jeopardize,1,verb,other
flower,1,verb,a1
consult,1,verb,b2
elbow,1,verb,b2
treatment,1,noun,b1
squid,1,noun,other
millennium,1,noun,other
ankle,1,noun,a2
diminish,1,verb,c1
celebrate,1,verb,a2
spiritual,1,adj,b2
planet,1,noun,a2
puzzle,1,verb,b2
column,1,noun,a2
unjust,1,adj,other
association,1,noun,b2
mingle,1,verb,other
receipt,1,noun,b1
mistaken,1,adj,other
voluptuous,1,adj,other
arithmetic,1,noun,other
testimony,1,noun,c1
caffeine,1,noun,other
overstate,1,verb,other
crave,1,verb,other
reverse,1,verb,c1
reservation,1,noun,b1
pure,1,adj,b2
desert,1,verb,a2
escape,1,verb,b1
silly,1,adj,b1
workshop,1,noun,b2
rubber,1,noun,b2
intimidate,1,verb,other
codify,1,verb,other
mass,1,verb,b2
finance,1,verb,b2
loop,1,verb,c1
inventory,1,verb,other
performance,1,noun,b1
spike,1,verb,other
sympathetic,1,adj,b2
naive,1,adj,other
circumstance,1,noun,b2
chewy,1,adj,other
fill,1,verb,a1
armor,1,verb,other
ballpark,1,noun,other
pave,1,verb,other
dine,1,verb,other
intent,1,noun,c1
blind,1,verb,b2
tension,1,noun,b2
identify,1,verb,a2
stem,1,verb,c1
compassion,1,noun,c1
connotation,1,noun,other
bound,1,verb,other
tenor,1,noun,other
quart,1,noun,other
peanut,1,noun,other
locate,1,verb,b1
south,1,adj,a1
encounter,1,verb,b2
sprinkle,1,verb,other
series,1,noun,a2
define,1,verb,b1
crisis,1,noun,b2
wither,1,verb,other
helpless,1,adj,other
ghost,1,noun,b1
accrue,1,verb,other
frame,1,verb,b1
tuna,1,noun,other
intensive,1,adj,c1
pod,1,noun,other
comply,1,verb,c1
sarcastic,1,adj,other
attend,1,verb,a2
fascinate,1,verb,b1
tag,1,verb,b2
curve,1,verb,b2
colloquy,1,noun,other
balance,1,verb,b1
spatial,1,adj,other
assassination,1,noun,c1
vinegar,1,noun,other
enter,1,verb,a2
letter,1,noun,a1
itch,1,verb,other
east,1,adj,a1
advertise,1,verb,a2
stage,1,verb,a2
chief,1,adj,b2
jogging,1,noun,other
regard,1,verb,b2
perfection,1,noun,other
immigrant,1,noun,b1
intestine,1,noun,other
trout,1,noun,other
dangerous,1,adj,a1
loose,1,adj,b2
sparkle,1,verb,other
communist,1,adj,c1
havoc,1,noun,other
crisp,1,adj,other
spastic,1,adj,other
appetite,1,noun,c1
surface,1,verb,b1
remote,1,adj,b1
menu,1,noun,a1
consent,1,verb,c1
useful,1,adj,a1
candle,1,noun,b2
longest,1,adj,other
curl,1,verb,other
closure,1,noun,c1
pearl,1,noun,other
speculation,1,noun,b2
refrigerator,1,noun,other
sociology,1,noun,other
loot,1,verb,other
shout,1,verb,a2
dignity,1,noun,c1
dimple,1,noun,other
legacy,1,noun,c1
complaint,1,noun,b1
heal,1,verb,b2
constant,1,adj,b2
scrip,1,noun,other
oldest,1,adj,other
wind,1,verb,b2
grill,1,verb,other
background,1,adj,a2
destiny,1,noun,other
comprehend,1,verb,other
crumb,1,noun,other
internet,1,noun,a1
review,1,verb,a2
assault,1,verb,c1
capacity,1,noun,b2
unhealthy,1,adj,other
pension,1,noun,b2
brochure,1,noun,other
sunlight,1,noun,other
bark,1,verb,other
worsen,1,verb,other
cliff,1,noun,b2
concert,1,verb,a1
fingernail,1,noun,other
vogue,1,noun,other
inch,1,verb,b2
tradition,1,noun,a2
peep,1,verb,other
sunshine,1,noun,other
darn,1,noun,other
hotheaded,1,adj,other
processor,1,noun,c1
forest,1,noun,a2
policeman,1,noun,a1
tragedy,1,noun,b2
cholesterol,1,noun,other
shame,1,verb,b2
terrific,1,adj,c1
suggestion,1,noun,a2
blister,1,verb,other
pump,1,verb,c1
commandment,1,noun,other
residential,1,adj,c1
tape,1,verb,b1
flinch,1,verb,other
downturn,1,noun,other
banned,1,adj,other
manor,1,noun,other
subvert,1,verb,other
executive,1,noun,b2
convert,1,verb,b2
correct,1,verb,a1
import,1,verb,b1
lap,1,verb,c1
verse,1,noun,c1
square,1,verb,a2
sympathy,1,noun,b2
sword,1,noun,c1
mind,1,verb,other
lifetime,1,noun,b2
flat,1,adj,a1
childhood,1,noun,b1
annoy,1,verb,b1
psychiatric,1,adj,c1
graduation,1,noun,other
whooping,1,adj,other
puddle,1,noun,other
protective,1,adj,c1
arch,1,noun,other
tunnel,1,noun,b2
rise,1,verb,a2
gross,1,adj,c1
behave,1,verb,a2
loft,1,noun,other
factory,1,noun,a2
super,1,adj,b2
motivate,1,verb,b2
sophisticated,1,adj,b2
disfigure,1,verb,other
cropped,1,adj,other
airplane,1,noun,other
alter,1,verb,b2
direct,1,verb,a2
event,1,noun,a1
casino,1,noun,c1
nonsense,1,noun,c1
spokesman,1,noun,b2
freezer,1,noun,other
duckling,1,noun,other
weather,1,verb,a1
whip,1,verb,c1
spurt,1,verb,other
technical,1,adj,b1
apology,1,noun,b2
understate,1,verb,other
alteration,1,noun,other
discretion,1,noun,c1
aggregate,1,verb,other
lawn,1,noun,c1
hood,1,noun,other
residence,1,noun,c1
frog,1,noun,a2
connection,1,noun,b1
presence,1,noun,b2
static,1,adj,other
whirlpool,1,noun,other
fireplace,1,noun,other
senate,1,noun,other
loyal,1,adj,b2
violent,1,adj,b1
spontaneous,1,adj,other
influence,1,verb,b1
benefit,1,verb,a2
weigh,1,verb,b1
lily,1,noun,other
chest,1,noun,b1
habitual,1,adj,other
deepen,1,verb,other
inner,1,adj,b2
contractor,1,noun,c1
manatee,1,noun,other
bonus,1,noun,c1
inheritance,1,noun,other
conviction,1,noun,c1
pickup,1,noun,other
bullet,1,noun,b2
squirrel,1,noun,other
response,1,noun,a2
spectacular,1,adj,b2
boyfriend,1,noun,a1
closet,1,noun,other
improvement,1,noun,b1
imply,1,verb,b2
midnight,1,noun,a1
muscular,1,adj,other
dribble,1,verb,other
recover,1,verb,b2
disguise,1,verb,other
soda,1,noun,other
register,1,verb,b2
maid,1,noun,other
rose,1,noun,other
several,1,adj,a2
function,1,verb,b1
oyster,1,noun,other
negotiate,1,verb,b2
renovate,1,verb,other
suite,1,noun,c1
camper,1,noun,other
antique,1,noun,other
string,1,verb,b1
cart,1,verb,other
guilty,1,adj,b1
capable,1,adj,b2
similar,1,adj,a1
likely,1,adj,a2
larger,1,adj,other
yak,1,verb,other
almighty,1,noun,other
popular,1,adj,a1
bloody,1,verb,other
banker,1,noun,other
obey,1,verb,b2
disable,1,verb,b2
sty,1,noun,other
monster,1,noun,b2
lasagna,1,noun,other
sew,1,verb,other
honor,1,verb,other
musician,1,noun,a2
hornet,1,noun,other
commercial,1,adj,b1
civilian,1,adj,c1
indicate,1,verb,b1
tick,1,verb,other
mister,1,noun,other
alley,1,noun,other
flee,1,verb,c1
strangle,1,verb,other
subconscious,1,adj,other
disregard,1,verb,other
production,1,noun,b1
youth,1,noun,b1
relocate,1,verb,other
undermine,1,verb,c1
deed,1,verb,c1
inevitable,1,adj,b2
legalize,1,verb,other
lobby,1,verb,c1
minority,1,noun,b2
compulsive,1,adj,other
technology,1,noun,a2
cinema,1,noun,a1
fiscal,1,adj,other
perp,1,noun,other
skip,1,verb,c1
cheap,1,adj,a1
devote,1,verb,b2
visitor,1,noun,a1
quarter,1,verb,a1
banana,1,noun,a1
withdrawal,1,noun,c1
present,1,verb,a1
refuge,1,noun,c1
facility,1,noun,b2
summer,1,noun,a1
stag,1,noun,other
division,1,noun,b2
enjoyment,1,noun,other
starve,1,verb,b2
classic,1,adj,b2
insignificant,1,adj,other
spicy,1,adj,b1
brace,1,verb,other
exercise,1,verb,a1
portrait,1,noun,b1
squeak,1,verb,other
expedite,1,verb,other
fell,1,verb,other
snuck,1,noun,other
marble,1,noun,other
rusty,1,adj,other
await,1,verb,c1
protection,1,noun,b2
steam,1,verb,b2
jury,1,noun,b2
manipulation,1,noun,c1
odyssey,1,noun,other
river,1,noun,a1
unload,1,verb,other
clay,1,noun,other
welfare,1,noun,b2
arrogant,1,adj,other
pat,1,verb,other
director,1,noun,a2
crust,1,noun,other
insomnia,1,noun,other
thirst,1,noun,other
lyrics,1,noun,other
daylight,1,noun,other
spark,1,verb,c1
artist,1,noun,a1
cranky,1,adj,other
handicap,1,verb,other
social,1,adj,a2
scenery,1,noun,other
grumpy,1,adj,other
include,1,verb,a1
sneaky,1,adj,other
effort,1,noun,b1
nasal,1,adj,other
expression,1,noun,a2
version,1,noun,b1
rattle,1,verb,other
brutal,1,adj,c1
humble,1,verb,c1
interrupt,1,verb,b2
discredit,1,verb,other
vital,1,adj,b2
daily,1,adj,a2
proof,1,adj,b2
gram,1,noun,other
sadness,1,noun,other
possess,1,verb,b2
oversight,1,noun,other
clam,1,noun,other
defeat,1,verb,b2
absurd,1,adj,c1
propose,1,verb,b2
count,1,verb,a2
manipulate,1,verb,c1
liar,1,noun,other
assure,1,verb,b2
twine,1,noun,other
vibrate,1,verb,other
farm,1,verb,a1
dresser,1,noun,other
probe,1,verb,c1
clip,1,verb,b2
doll,1,noun,other
textbook,1,noun,b2
silk,1,noun,b2
limit,1,verb,b1
horn,1,noun,c1
choir,1,noun,b2
weakness,1,noun,b2
launder,1,verb,other
medicine,1,noun,a2
reference,1,verb,b1
thigh,1,noun,other
heritage,1,noun,c1
audience,1,noun,a2
alien,1,adj,b2
lick,1,verb,other
attain,1,verb,c1
attach,1,verb,b1
excitement,1,noun,b1
penny,1,noun,a2
questionable,1,adj,other
renounce,1,verb,other
television,1,noun,a1
customer,1,noun,a1
insist,1,verb,b2
vacuum,1,noun,c1
unprofessional,1,adj,other
filth,1,noun,other
possession,1,noun,a2
reproach,1,verb,other
mirror,1,verb,a2
quail,1,noun,other
negotiation,1,noun,b2
grub,1,noun,other
ethical,1,adj,b2
unacceptable,1,adj,b2
grate,1,verb,other
humanity,1,noun,c1
ideal,1,adj,a2
climate,1,noun,a2
hydrant,1,noun,other
gentleman,1,noun,b1
slip,1,verb,b2
umbrella,1,noun,a1
sunny,1,adj,other
thunderstorm,1,noun,other
fanny,1,noun,other
madam,1,noun,other
ray,1,noun,c1
engineer,1,verb,a2
spoon,1,verb,a2
entertainment,1,noun,b1
mighty,1,adj,other
unusual,1,adj,a2
